Centre Name,Total,Aggregate,
0243-MEENO KI DHANI-B,1,0.00007376,
0162-DEVKAPURA-4,2,0.00014751,
0363-BHILWAS NAROL-2,1,0.00007376,
0350-MAHALAXMI NAGAR-6,2,0.00014751,
0013-HOUSING BOARD-1,4,0.00029503,
0247-MAHASATTA CHOWK 01,6,0.00044254,
0081-HANUMAN NAGAR-10,3,0.00022127,
0035-KONDIGRE 01,1,0.00007376,
0259-KHIRVA-C,2,0.00014751,
0105-NEW NADIWALI-5,1,0.00007376,
0184-NANGAL-G,2,0.00014751,
0210-RIDHI SIDHI NAGAR-A,2,0.00014751,
0052-JALMAHAL-A,3,0.00022127,
0219-TERWAD01,4,0.00029503,
0331-HANUMAN MANDIR KOTPUTLI,1,0.00007376,
0027-PAOTA-C,3,0.00022127,
0116-SONAPUR-02,1,0.00007376,
0409-MUNSHIPURA-3,4,0.00029503,
0322-HARI OM NAGAR - 02,4,0.00029503,
0233-BELAWADE BU 02,7,0.0005163,
0040-KUPWAD 02,10,0.00073757,
0233-KALE PLOT 01,17,0.00125387,
0379-KAMERI-11,9,0.00066381,
0073-KEVADIYA-2,1,0.00007376,
0422-SARDAR NAGAR BHIL WAS,3,0.00022127,
0226-MALKHED-01,7,0.0005163,
0573-VINOBABHAVE NAGAR,4,0.00029503,
0239-NAVAKUVA (RANIYA),4,0.00029503,
0557-SHANKARPURA HEMRAJPURA-6,3,0.00022127,
0414-KHODIYAR MATANO WAS,1,0.00007376,
0180-SUNDARNA,1,0.00007376,
0257-DATTWAD 01,2,0.00014751,
0193-GAJANANNAGAR02,1,0.00007376,
0154-KILLEMACHINDRA GAD 04,14,0.0010326,
0478-ABHRIPUR,6,0.00044254,
0054-UNTVALI CHALI,6,0.00044254,
0140-BAHADURWADI-03,13,0.00095884,
0312-DANOLI 03,3,0.00022127,
0090-GOVIND NAGAR-B,11,0.00081133,
0221-BORGAON 09,11,0.00081133,
0279-BORGAON-11,6,0.00044254,
0072-DANTIL-D,1,0.00007376,
0466-KAIYAJ,8,0.00059006,
0333-GAIKWAD PADA 10,4,0.00029503,
0315-AZAD NAGAR-02,2,0.00014751,
0276-DHANI MANGAL DAS WALI-B,5,0.00036879,
0037-KASABA BAWADA-01,1,0.00007376,
0048-CHAFAL-01,9,0.00066381,
0340-GANDHI NAGAR 02,2,0.00014751,
0395-NEW BALAJI NAGAR-07,2,0.00014751,
0048-KANJUR POLICE CHOWKI - 2,1,0.00007376,
0299-INGALI 01,10,0.00073757,
0044-MOTI KARANTI,1,0.00007376,
0257-BIRLA COLLEGE-2,7,0.0005163,
0216-SHIROLI 07,2,0.00014751,
0154-KABANUR 01,1,0.00007376,
0025-CHIPRI 02,1,0.00007376,
0136-MADHAV NAGAR 04,4,0.00029503,
0337-HARI OM NAGAR 03,3,0.00022127,
0258-SAIJPUR-D,3,0.00022127,
0419-LAXMI NAGAR-13,2,0.00014751,
0071-KARNAL 11,6,0.00044254,
0314-KANTVEDA-2,10,0.00073757,
0277-KAGAL 02,3,0.00022127,
0284-MUNDOTA-E,2,0.00014751,
0302-ASHTA-24,1,0.00007376,
0275-OZARDE-03,6,0.00044254,
0106-BORGAON 01,3,0.00022127,
0194-MANJIPURA_TUL,4,0.00029503,
0323-DHANI HUKUM SINGH WALI,3,0.00022127,
0168-ROYAL PALACE HALL-01,1,0.00007376,
0196-DHANI DULEH SINGH KI B,4,0.00029503,
0139-A-SECTOR-04,1,0.00007376,
0419-AMRUT NAGAR,1,0.00007376,
0356-DAHA CHAWL - 16,1,0.00007376,
0080-NANGAL-D,1,0.00007376,
0008-KARANSAR-2,11,0.00081133,
0273-JADAVPURA-4,1,0.00007376,
0395-D SECTOR-21,5,0.00036879,
0214-S N AJMERI MASJID -09,9,0.00066381,
0426-BARKUPADA-04,3,0.00022127,
0091-GOVIND NAGAR-C,7,0.0005163,
0633-PADARDA VISTAR KACHHAI-7,1,0.00007376,
0631-SHANKARPURA-3,3,0.00022127,
0191-YEDEMACCHINDRA-03,14,0.0010326,
0110-BICHUN-D,1,0.00007376,
0226-PHULE NAGAR 01,3,0.00022127,
0088-SHIYE-06,2,0.00014751,
0374-ITKARE-06,6,0.00044254,
0161-PADMALE-02,3,0.00022127,
0200-RAITAHL-A,3,0.00022127,
0287-HUPARI 09,6,0.00044254,
0306-HUPARI 11,2,0.00014751,
0116-LANKAPURI-B,1,0.00007376,
0249-VAGHELAPURA-B,1,0.00007376,
0309-KRUSHNA NAGAR-9,3,0.00022127,
0349-KHINDI PADA - 05,1,0.00007376,
0207-GAON BHAG 06,3,0.00022127,
0424-METAL NAGAR-09,2,0.00014751,
0164-JAVOL-4,1,0.00007376,
0179-TATA NAGAR-11,10,0.00073757,
0205-DATTA NAGAR 01,3,0.00022127,
0303-KHINDI PADA-04,4,0.00029503,
0272-ISLAMPUR SATHENAGAR-11,3,0.00022127,
0493-LAXMI NAGAR,2,0.00014751,
0032-NANGAL-B,6,0.00044254,
0382-KILLE MACHINDRAGAD-10,7,0.0005163,
0513-JANIYAPIRNO TEKRO-7,4,0.00029503,
0326-LBC SHIVNERI - 62,2,0.00014751,
0119-KALETAR-2,6,0.00044254,
0050-BAHULE-01,16,0.00118012,
0163-MIRAPURI-3,6,0.00044254,
0400-BIRLA COLLEGE-12,5,0.00036879,
0157-DUDHONDI-02,17,0.00125387,
0363-RAMBAUG (BORI KABRISTAN),2,0.00014751,
0063-JAISINGHPURA-A,8,0.00059006,
0212-BORGAON 06,6,0.00044254,
0327-SIDDHARTH NAGAR 02,19,0.00140139,
0342-PHULEWADI 02,1,0.00007376,
0370-BAGANI-10,3,0.00022127,
0308-SHENE-01,8,0.00059006,
0525-HARIJAN QUATERS-2,1,0.00007376,
0386-SAHKAR NAGAR 08,9,0.00066381,
0123-PARIXIT NAGAR,6,0.00044254,
0382-KISAN NAGAR -A9,3,0.00022127,
0073-JULEWADI 02,1,0.00007376,
0061-NAVARASTA-01,7,0.0005163,
0273-NEW BHENDIPADA 11,2,0.00014751,
0036-MINDA-B,2,0.00014751,
0432-ARVIND COLONY-02,3,0.00022127,
0242-DHAMALI MOTI KANTADI,3,0.00022127,
0246-KARTARPURA-A,2,0.00014751,
0037-FATEPUTA,14,0.0010326,
0373-NAVA DUDHAPURA-3,12,0.00088509,
0189-SHAHAPUR 07,4,0.00029503,
0347-SN RAJKAMAL 01,4,0.00029503,
0345-FAKIR MALA 01,7,0.0005163,
0020-ATIT-02,5,0.00036879,
0154-UCHGAON 02,2,0.00014751,
0427-GANDHI NAGAR-11,3,0.00022127,
0337-ABDULLAT 07,6,0.00044254,
0099-SINODIYA-A,1,0.00007376,
0194-TAILA-B,1,0.00007376,
0062-KUMBHOJ 05,2,0.00014751,
0010-MALGOAN-04,1,0.00007376,
0466-HOUSING BOARD-33,2,0.00014751,
0187-RAM RAHIMNA TEKRA,3,0.00022127,
0186-JAGANNATHPURI-A,1,0.00007376,
0416-OLD BALAJI NAGAR-04,3,0.00022127,
0574-DHATURA NI POLE,2,0.00014751,
0062-KERODI KI DHANI,2,0.00014751,
0353-JAMBHALI 01,7,0.0005163,
0107-ABDUL LAT 04,2,0.00014751,
0160-SANALI-3,1,0.00007376,
0249-DAHYARI-03,16,0.00118012,
0459-MANORAMA NAGAR-A,3,0.00022127,
0521-HOUSING BOARD-35,1,0.00007376,
0417-KHOJALVASA,3,0.00022127,
0374-BAI NARMADA NI CHALI,3,0.00022127,
0531-AMCHADI-5,3,0.00022127,
0223-100 FUTY ROAD 06,17,0.00125387,
0117-MIRAJ-08,5,0.00036879,
0103-ANTHONY CHURCH-03,1,0.00007376,
0201-PANCHSHIL NAGAR-05,2,0.00014751,
0079-DAHYARI-02,7,0.0005163,
0290-RAMABAI - 02,3,0.00022127,
0360-VIJAY NAGAR - 01,6,0.00044254,
0365-DEONAR COLONY 06,8,0.00059006,
0290-HOUSING BOARD 20,6,0.00044254,
0197-WATEGAON 03,11,0.00081133,
0172-AGARA ROAD-A,1,0.00007376,
0482-VISHAL NAGAR TARSALI,6,0.00044254,
0151-PATHREDI- F,1,0.00007376,
0173-MITTAL NAGAR,10,0.00073757,
0606-SHIV SHAKTI FLAT,2,0.00014751,
0317-JAYSINGPUR 31,11,0.00081133,
0364-YADRAV 13,4,0.00029503,
0327-CHANDENI KOLIWADA - 2,1,0.00007376,
0058-SHASTRI NAGAR - 2,4,0.00029503,
0126-KUMBHOJ 09,3,0.00022127,
0453-NAVI VASAHAT,4,0.00029503,
0143-DEVJI KUMBHARNU DAHELU,1,0.00007376,
0513-TORNA-9,5,0.00036879,
0358-SHANTI MANGAL PARK,1,0.00007376,
0057-DEVTAKUVA-2,10,0.00073757,
0019-KASHIL-02,1,0.00007376,
0332-DEVRASHTRA-01,8,0.00059006,
0297-KURUNDWAD 19,7,0.0005163,
0127-MARVADI NI CHALI-2,4,0.00029503,
0410-FUL CHHATRAPURA,2,0.00014751,
0212-AGARVA-3,1,0.00007376,
0324-TANDULWADI-05,5,0.00036879,
0142-PRAKASH NAGAR-05,1,0.00007376,
0113-CHOKAK 01,4,0.00029503,
0112-AMCHADI-1,1,0.00007376,
0406-DAMAVAV-5,5,0.00036879,
0310-RANGOLI NAGAR,4,0.00029503,
0405-INGALI 02,1,0.00007376,
0080-WANLESSWADI-01,3,0.00022127,
0054-RAMANAND NAGAR 04,3,0.00022127,
0241-GURUWAR PETH 01,10,0.00073757,
0042-BHAGATSING VASAHAT 01,6,0.00044254,
0258-RETHARE HARNAKSHA DEASI MALA 03,1,0.00007376,
0298-RETHARE HARNAKSHA-05,6,0.00044254,
0064-RAMANMALA 03,3,0.00022127,
0469-GURUNATH COLONY-02,1,0.00007376,
0345-NEHARUNAGAR-27,4,0.00029503,
0285-MEGHAVA-2,1,0.00007376,
0179-UCHGAON 11,3,0.00022127,
0082-BICHUN-A,1,0.00007376,
0049-GAONDEVI - 2,4,0.00029503,
0131-RAM MANDIR-02,1,0.00007376,
0289-GANGAPURA,1,0.00007376,
0429-JIVANLAL NI CHALI,5,0.00036879,
0068-PANCHSHIL NAGAR-2,3,0.00022127,
0137-NAGTHANE 03,8,0.00059006,
0425-HOUSING BORD-32,4,0.00029503,
0396-ARVIND COLONY-1,2,0.00014751,
0225-SN NOORANI MASJID-01,1,0.00007376,
0046-WARNLAI 08,1,0.00007376,
0393-RASNOL KACHLA FALIYU,1,0.00007376,
0253-GUPTA NAGAR VASNA,5,0.00036879,
0339-DATTANAGAR 01,2,0.00014751,
0215-KANJUR POLICE CHOWKI - 04,1,0.00007376,
0396-RANGOLI 06,3,0.00022127,
0083-DURGA NAGAR 01,4,0.00029503,
0017-PAL-03,3,0.00022127,
0101-AKEDA-A,2,0.00014751,
0212-AMBE GALLI KASABA BAWADA-01,3,0.00022127,
0422-ANAND NAGAR-10,1,0.00007376,
0020-BUDHGOAN-01,5,0.00036879,
0191-SN LOTUS COLONY-15,7,0.0005163,
0073-BENAD-E,5,0.00036879,
0111-MURLIPURA-A,2,0.00014751,
0075-CHAMANPURA,1,0.00007376,
0259-VARANAGE 01,1,0.00007376,
0404-DSM SCHOOL,5,0.00036879,
0390-DUDH NAKA-1,6,0.00044254,
0104-PADMALE-01,1,0.00007376,
0343-CHHARIYA-4,5,0.00036879,
0486-MARIDA-2,1,0.00007376,
0052-BAIGANWADI-3,2,0.00014751,
0224-RUI 05,7,0.0005163,
0107-SN LOTUS COLONY-07,4,0.00029503,
0536-CHAKALIYANO KUVO,10,0.00073757,
0296-VALMIKI WAS,1,0.00007376,
0362-KANSAI -01,4,0.00029503,
0166-JOSHIBAG-05,2,0.00014751,
0041-BHALOJI-B,4,0.00029503,
0593-KOTARPUR-2,1,0.00007376,
0398-OLD FISH MARKET-03,8,0.00059006,
0416-TATA NAGAR-25,11,0.00081133,
0377-ASHTA-29,3,0.00022127,
0031-VITTHAL NAGAR - 1,1,0.00007376,
0273-BIRLA COLLEGE-04,6,0.00044254,
0323-BUWAPADA 18,1,0.00007376,
0303-AMBEDKAR CHOWK-01,1,0.00007376,
0149-JOGAN-B,3,0.00022127,
0238-KHARDEV NAGAR -2,1,0.00007376,
0108-BHADWA-E,7,0.0005163,
0115-GREEN PARK-B,1,0.00007376,
0311-BHASKAR NAGAR-7,1,0.00007376,
0395-ASRA NAGAR 08,9,0.00066381,
0176-DHARMABHUMI-2,1,0.00007376,
0339-CHANDUR 07,9,0.00066381,
0168-ANANDWADI-05,1,0.00007376,
0039-DAHYARI-1,10,0.00073757,
0141-TATA NAGAR-08,1,0.00007376,
0053-WALWA 06,3,0.00022127,
0267-BALKANJI BARI -2,10,0.00073757,
0055-JAI SINGHPURA-B,1,0.00007376,
0227-RETHARE BU-09,13,0.00095884,
0327-SARSAV-2,4,0.00029503,
0265-RAMGAD -02,1,0.00007376,
0061-MINDHA-D,1,0.00007376,
0349-BHUDHA NAGAR - 10,6,0.00044254,
0138-KUMHARO KA MOHALLA-B,1,0.00007376,
0204-A-SECTOR-06,6,0.00044254,
0156-BHAISAVA-C,13,0.00095884,
0337-YAVLUJ VIKASNAGAR 02,6,0.00044254,
0005-JARAMALA,11,0.00081133,
0296-MALODI DHANI,1,0.00007376,
0149-DEKKAN 01,1,0.00007376,
0476-PALADI-3,10,0.00073757,
0048-JAISINGHPURA-A,1,0.00007376,
0449-D SECTOR-29,8,0.00059006,
0050-HAROLI 01,6,0.00044254,
0343-KAJU TEKDI-01,5,0.00036879,
0022-MARALI-01,1,0.00007376,
0315-KANETIYA-4,9,0.00066381,
0187-HOUSING BOARD-15,2,0.00014751,
0043-DHADHA B,1,0.00007376,
0128-NAVAGAM,5,0.00036879,
0634-JAVJIVAN SOC-1,1,0.00007376,
0417-KUMBHAJI NI CHALI,8,0.00059006,
0146-KAGJIWADA-C,4,0.00029503,
0320-BHIMWADI-07,1,0.00007376,
0391-MHADA-04,2,0.00014751,
0038-G SECTOR -03,3,0.00022127,
0455-JOBAVALO KUVO,8,0.00059006,
0546-HEMRAJPURA-4 KENAL VISTAR,1,0.00007376,
0346-ROYAL PARK,5,0.00036879,
0111-KUMBHOJ 08,6,0.00044254,
0389-AJINKYATARA COLONY 01,7,0.0005163,
0052-SAKHRALE 04,9,0.00066381,
0230-TATA NAGAR 15,10,0.00073757,
0172-MADHAVNAGAR-08,1,0.00007376,
0187-BENAD ROAD-A,1,0.00007376,
0244-NANDANI 04,3,0.00022127,
0265-SHANTI NAGAR,4,0.00029503,
0274-LALPURA-A,6,0.00044254,
0349-GHOSARWAD 04,10,0.00073757,
0415-GURUNANAK NAGAR 01,1,0.00007376,
0141-SAHYADRI NAGAR-1,2,0.00014751,
0439-AZADEGAON-18,1,0.00007376,
0292-SIDDHARTH NAGAR 07,3,0.00022127,
0289-SUBHASH NAGAR 11,2,0.00014751,
0293-HUPARI 12,7,0.0005163,
0119-HARSOLI-B,1,0.00007376,
0576-SUKHRAM NAGAR-2,2,0.00014751,
0223-SHAHAPUR 10,4,0.00029503,
0009-NANDRE-05,4,0.00029503,
0291-DATTWAD 03,2,0.00014751,
0325-GHUSAR-4,5,0.00036879,
0368-PMGP COLONY-09,1,0.00007376,
0030-HARSOLI-B,1,0.00007376,
0274-MALWADI 06,7,0.0005163,
0042-NEENDAD-C,1,0.00007376,
0008-BAD NAGAR-A,1,0.00007376,
0230-AURWAD 03,8,0.00059006,
0226-KACHRODA,1,0.00007376,
0230-BONDRE NAGAR 05,1,0.00007376,
0166-SAMAJ MANDIR-1,3,0.00022127,
0105-A-SECTOR-02,9,0.00066381,
0370-MAHALAXMI NAGAR-07,1,0.00007376,
0303-BORGAON-15,5,0.00036879,
0040-SHIRWADE-01,7,0.0005163,
0258-SHANIYADA,13,0.00095884,
0156-NETIVALI-14,3,0.00022127,
0059-D SETCTOR-3,4,0.00029503,
0134-BAKAROL B,1,0.00007376,
0424-GOVINDWADI-05,7,0.0005163,
0131-PRAKASH NAGAR-04,4,0.00029503,
0152-ABHAR FATA 01_TUL,2,0.00014751,
0244-J-SECTOR-03,5,0.00036879,
0215-HANUMAN MANDIR LAMBHA,1,0.00007376,
0305-JHARNA-B,1,0.00007376,
0481-SHAKTINAGAR UNDERA,1,0.00007376,
0006-GOVINDWADI - 1,12,0.00088509,
0039-KAROLI-B,2,0.00014751,
0305-PARERA NAGAR 3,1,0.00007376,
0487-HOUSSING BORD 5,4,0.00029503,
0345-KARPEWADI-10,1,0.00007376,
0461-KHODIDAS NI CHALI,1,0.00007376,
0026-WARNLI 04,1,0.00007376,
0076-VASANA(RAS),4,0.00029503,
0289-ADARSHA VASAHAT 01,3,0.00022127,
0112-GAUTAM NAGAR-12,1,0.00007376,
0500-TORNA-8,11,0.00081133,
0376-MANGAL PRABHAT SOC,2,0.00014751,
0458-AMBEDKAR CHOWK-02,2,0.00014751,
0090-YOGESH NAGAR-01,2,0.00014751,
0294-AKASH COLONY-5,10,0.00073757,
0302-TAGOR NAGAR-07,1,0.00007376,
0184-SORNA,7,0.0005163,
0267-VAGARVA,1,0.00007376,
0369-SOKHADA PANDUVALU FALIYU,1,0.00007376,
0299-SARNOBATWADI 03,1,0.00007376,
0414-RAVALIYA,7,0.0005163,
0629-PALANA-5,3,0.00022127,
0378-MANUBHAI NI CHALI,1,0.00007376,
0363-BALKANJI BARI - 4,6,0.00044254,
0239-VAGARVA,5,0.00036879,
0225-NANDIVALI-13,1,0.00007376,
0078-INAMDHAMNI-01,1,0.00007376,
0067-INDIRA NAGAR-06,1,0.00007376,
0211-BAMROLI-7,3,0.00022127,
0083-BHANDUP GAN-2,1,0.00007376,
0096-S N LOTUS COLONY-04,3,0.00022127,
0330-CHANDUR 06,10,0.00073757,
0414-AMIR BAUG-03,3,0.00022127,
0269-ANANDPURA-2,6,0.00044254,
0378-KOPRI COLONY,1,0.00007376,
0420-BHAVANI NAGAR -01,1,0.00007376,
0105-HUBALWADI 03,11,0.00081133,
0129-SHIRATE 01,6,0.00044254,
0065-NAGTHANE 02,8,0.00059006,
0279-KURUNWAD 15,16,0.00118012,
0151-SAHAKAR NAGAR 02,5,0.00036879,
0008-BHAGWATI NAGAR-A,6,0.00044254,
0201-HANUMAN MANDIR-01,3,0.00022127,
0160-AKUJ NAGAR-02,10,0.00073757,
0417-MAJIWADA-B,1,0.00007376,
0428-ANAND NAGAR-11,1,0.00007376,
0221-SANGAM NAGAR 04,10,0.00073757,
0331-DATTA NAGAR 01,2,0.00014751,
0037-JAYSINGPUR 05,4,0.00029503,
0360-AMBAVADIYA-2,1,0.00007376,
0684-BAMROLI-4,10,0.00073757,
0305-VAGHAJIPUR-3,1,0.00007376,
0160-KHIRAVA-A,6,0.00044254,
0182-DHOBI KI DHANI,1,0.00007376,
0444-NANDGAM-3,2,0.00014751,
0468-BHAVANI SHANKAR,3,0.00022127,
0241-SN AJMERI MASJID-11,10,0.00073757,
0020-MASARA-3,5,0.00036879,
0406-LOCKSON SOCIETY-01,1,0.00007376,
0260-PUNANA-A,4,0.00029503,
0244-CHANDODA-C,6,0.00044254,
0201-SHIV COLONY FULERA,2,0.00014751,
0386-SHAMALPURA-3,12,0.00088509,
0059-RETHARE DHARAN 02,5,0.00036879,
0644-PANDIT NAGAR SARASPUR,6,0.00044254,
0316-RANIPUR-6,1,0.00007376,
0072-ISHAVAR NAGAR -2,5,0.00036879,
0371-TEMBALAIWADI 08,1,0.00007376,
0130-KASEGAON 03,1,0.00007376,
0241-BHAGUBHAI NI CHALI,13,0.00095884,
0059-SANGLI 15,5,0.00036879,
0478-PATEL NI CHALI-2,4,0.00029503,
0334-SHIRALA-08,8,0.00059006,
0075-SAKHARALE 05,4,0.00029503,
0151-SAMBHAR-D,3,0.00022127,
0156-VADINI MUVADI CHHIPIYAL,1,0.00007376,
0530-CHARA VISTAR -BAGDOL,3,0.00022127,
0169-JOSHIBAG-02,2,0.00014751,
0198-NAYA NAGAR-A,8,0.00059006,
0381-MEGHA MUVADI,19,0.00140139,
0281-PRAGPURA-J,1,0.00007376,
0300-WALWA-15,15,0.00110636,
0447-NARBANDHPURA,2,0.00014751,
0073-GAIKWADPADA - 4,2,0.00014751,
0025-KAMERI-06,6,0.00044254,
0308-BAPAT CAMP 01,10,0.00073757,
0302-VANDNA SOC VATVA,4,0.00029503,
0160-RADHESHAYAM NAGAR-02,1,0.00007376,
0370-D SECTOR-18,4,0.00029503,
0449-TANAJI NAGAR-14,2,0.00014751,
0208-CHARAN NADI-B,1,0.00007376,
0324-GHOSARWAD 01,12,0.00088509,
0197-ABHAR FATA 02,5,0.00036879,
0346-AURWAD 05,14,0.0010326,
0250-ASHALEPADA-04,3,0.00022127,
0087-MIRAJ 06,7,0.0005163,
0040-NEJ 01,5,0.00036879,
0034-NINDAD-B,1,0.00007376,
0367-GHUSAR-5,1,0.00007376,
0341-BHONAWAS-D,3,0.00022127,
0283-HUPARI 10,5,0.00036879,
0063-SHYAM NAGAR PHULERA,1,0.00007376,
0173-STATION ROAD -01,1,0.00007376,
0240-PANCHSHIL NAGAR-06,1,0.00007376,
0332-ANIL STARCH,2,0.00014751,
0331-MAHAVIR NAGAR-01,2,0.00014751,
0301-BAWADA JAY BHAVANI GALLI 1,1,0.00007376,
0307-SURELI-4,3,0.00022127,
0343-VITTHAL NAGAR-05,11,0.00081133,
0203-GANESH VATIKA-A,1,0.00007376,
0386-SULTANPURA,1,0.00007376,
0132-SANALI-2,2,0.00014751,
0045-BAHE-02,12,0.00088509,
0148-MULLANI GALLI 01,5,0.00036879,
0261-DOCTOR NU DAHELU,2,0.00014751,
0456-HANUMAN NAGR-21,1,0.00007376,
0337-VIRATNAGAR-D,1,0.00007376,
0465-MOURYA NAGARI-01,4,0.00029503,
0296-HANUMAN GALLI-02,3,0.00022127,
0385-BIRLA COLLEGE 10,6,0.00044254,
0239-MANEKPURA NI CHALI,4,0.00029503,
0158-BRAHMPURI-B,2,0.00014751,
0376-ZAFAR MESTRI CHAWL - 1,1,0.00007376,
0038-KARANSAR-C,1,0.00007376,
0267-TASKOLA-D,2,0.00014751,
0290-TYOD-D,4,0.00029503,
0182-SN LOTUS COLONY-13,3,0.00022127,
0016-KHOTWADI-01,4,0.00029503,
0528-AMBIKA NAGAR,2,0.00014751,
0029-ISHVAR NAGAR,2,0.00014751,
0480-JOSHI BAG 10,4,0.00029503,
0399-KALAMWADI-07,1,0.00007376,
0217-DANOLI 01,5,0.00036879,
0031-S N GAJANAN COLONY-01,1,0.00007376,
0263-KARVE-03,7,0.0005163,
0434-PATHAVAT-9,3,0.00022127,
0233-PANDVANIYA,5,0.00036879,
0164-MURLIPURA-C,1,0.00007376,
0375-DAHIKOT,11,0.00081133,
0323-SOMESHWAR NAGAR,1,0.00007376,
0490-GUPTA NAGAR-2 VASNA,6,0.00044254,
0078-SHIRALA-04,8,0.00059006,
0234-GOVINDPURA-B SNG,5,0.00036879,
0184-NAYA NAGAR-B,7,0.0005163,
0296-KHARDEV NAGAR - 10,2,0.00014751,
0221-KERALE 01,4,0.00029503,
0056-DAHA CHAWAL-2,5,0.00036879,
0335-VITTHAL DHAM-02,1,0.00007376,
0281-LOLA D,1,0.00007376,
0158-HOUSING BOARD-12,2,0.00014751,
0237-HIRNODA-B,4,0.00029503,
0245-PATEL FALIYU KHILODI,6,0.00044254,
0357-RAGHUNATH NAGAR-7,4,0.00029503,
0292-SANTOSHI MATA MANDIR-06,1,0.00007376,
0177-YEDENIPANI 01,6,0.00044254,
0009-VENEGAON-02,9,0.00066381,
0110-SAWALI 01,12,0.00088509,
0241-YASHWANT COLONY KASABA BAWADA 01,7,0.0005163,
0281-BAWADA SAPKAL NAGAR 01,1,0.00007376,
0276-DEGHWAR FALIYU RATANPUR,2,0.00014751,
0426-BAHERAMPURA-4,11,0.00081133,
0178-VADANGE 10_TUL,1,0.00007376,
0206-KHAN BHAG 02,5,0.00036879,
0176-SAMAJ MANDIR 3,6,0.00044254,
0386-GANDHI SOCIETY,2,0.00014751,
0102-NANI UMARVAN-3,1,0.00007376,
0066-KUPWAD 04,3,0.00022127,
0167-GOSAVI GALLI 01,19,0.00140139,
0204-ASHALE PADA-10,3,0.00022127,
0092-ANANDWADI-21,1,0.00007376,
0268-SHAHPUR AMBEDKAR NAGAR - 1,9,0.00066381,
0288-RAHUL NAGAR 01,4,0.00029503,
0394-KUNJRAO-5,3,0.00022127,
0197-SANTOSHI MATA NAGAR 01,5,0.00036879,
0329-HUPARI-14,2,0.00014751,
0035-VEER TANAJI NAGAR-2,1,0.00007376,
0167-GAUTAM NAGAR-17,3,0.00022127,
0296-SHIROL 09,5,0.00036879,
0265-PINGALI-C,1,0.00007376,
0002-NANDRE 02,1,0.00007376,
0003-NANDRE 01,4,0.00029503,
0494-JAMALPUR-4,2,0.00014751,
0179-TAGOR NAGAR MAJID 6,3,0.00022127,
0259-RETHARE BU-12,11,0.00081133,
0115-SUTAR PLOT-03,2,0.00014751,
0522-SANKALI SHERRY ASARVA,3,0.00022127,
0081-INAMDHAMNI-02,1,0.00007376,
0003-UMBRAJ 01,12,0.00088509,
0339-NAKHOTI VISTAR,1,0.00007376,
0096-CHAPARA NANI UMARVAN-2,1,0.00007376,
0145-BIJA KI DHANI,8,0.00059006,
0210-DILLI DARWAJA B,1,0.00007376,
0123-SN AJMERI MASJID-01,5,0.00036879,
0143-ASURALE 03,1,0.00007376,
0412-LAXMI NAGAR 01,1,0.00007376,
0239-GANESH COLONY -A,1,0.00007376,
0035-VARADE-01,6,0.00044254,
0251-SHANIVAR PETH-08,6,0.00044254,
0142-SN AJMERI MASJID-03,5,0.00036879,
0466-ANAND WADI-24,7,0.0005163,
0351-PETH-07,10,0.00073757,
0202-UNDHELA-4,1,0.00007376,
0282-BORGAON-12,6,0.00044254,
0416-KHILODI-1,2,0.00014751,
0185-KARANSAR-A,1,0.00007376,
0254-PADALKAR VASAHAT 01,2,0.00014751,
0497-JIVAN JYOTNA CHHAPRA,1,0.00007376,
0191-SHIROL 08,2,0.00014751,
0128-ASHTVINAYAK COLONY-01,2,0.00014751,
0028-JAISINGHPURA KHOR-B,6,0.00044254,
0070-ASHTA 11,3,0.00022127,
0229-KOROCHI 14,11,0.00081133,
0371-MIRAP,17,0.00125387,
0334-SUBHASH NAGAR-12,1,0.00007376,
0209-KABNUR 03,4,0.00029503,
0331-KERALE 05,7,0.0005163,
0026-BUWAPADA - 3,1,0.00007376,
0372-KASEGAON-07,7,0.0005163,
0141-ALALI-2,3,0.00022127,
0097-KUPWAD 09,13,0.00095884,
0276-KOROCHI 20,7,0.0005163,
0370-DHAMNOD-3,1,0.00007376,
0241-RETARE BU-10,15,0.00110636,
0305-TAMBAVE-01,2,0.00014751,
0521-DARAJI NA MUVADA-3,1,0.00007376,
0039-CHAKALIYA NO KUVO,4,0.00029503,
0302-BUDDHA NAGAR 7,1,0.00007376,
0132-SAWANT PLOT-02,7,0.0005163,
0084-SANEGURUJI 04,4,0.00029503,
0404-SAVANSI NAGAR,1,0.00007376,
0513-PREM TEKDI-12,5,0.00036879,
0022-RAMNAGAR-A,1,0.00007376,
0084-PIGALI,3,0.00022127,
0221-MANGALPURA-2,1,0.00007376,
0086-ARJANPUR KOT,10,0.00073757,
0193-NOSAL-B,1,0.00007376,
0071-KASALI-B,1,0.00007376,
0253-MLA-4,3,0.00022127,
0514-SIDHESHVARI SOCIETY,3,0.00022127,
0184-LBC AMRAPALI-01,6,0.00044254,
0196-BHAIPURA-1,1,0.00007376,
0248-KHARDEV NAGAR-03,1,0.00007376,
0458-D SECTOR-31,6,0.00044254,
0181-NAVAGAM - 3,4,0.00029503,
0011-TULSHI NIWAS-1,12,0.00088509,
0161-TAGOR NAGAR MASJID-02,2,0.00014751,
0274-RAJNAGAR NAROL,7,0.0005163,
0148-HANUMAN NAGAR-15,1,0.00007376,
