Centre Name,Total,Aggregate,
0208-KHOTWADI 05,1,0.00007376,
0249-HAROLI 04,8,0.00059006,
0105-JIJAMATA COLONY 02,1,0.00007376,
0174-MALWADI-01,11,0.00081133,
0411-MAHARASTRA NAGAR -04,2,0.00014751,
0380-DANWAD 01,4,0.00029503,
0526-LILABAI NA ZUPDA,3,0.00022127,
0190-DAHA CHAWL-09,4,0.00029503,
0338-KANJUR MARG AMBEDKAR PUTALA,1,0.00007376,
0495-LADWELL,1,0.00007376,
0332-BIRLA COLLEGE-6,6,0.00044254,
0343-RATNA NA MUVADA,14,0.0010326,
0174-ASHTA 16,5,0.00036879,
0374-BHARTH MATA 02,9,0.00066381,
0091-SHIRALA 06,1,0.00007376,
0271-SAROL-3,8,0.00059006,
0356-AMBADA,3,0.00022127,
0018-NEHARU NAGAR NIMANI -02,2,0.00014751,
0381-HEAD POST RAMANMALA 01,2,0.00014751,
0266-HANUMAN MANDIR NI CHALI,2,0.00014751,
0053-VIKAS COLONY - 1,1,0.00007376,
0404-KHISKOLA NI POLE,4,0.00029503,
0131-KURUNDWAD-04,4,0.00029503,
0132-MANGALWAR PETH ICHAL.-01,5,0.00036879,
0030-SUDARPURA-A,1,0.00007376,
0334-TATA NAGAR - 20,10,0.00073757,
0509-PRAVIN NAGAR-2,3,0.00022127,
0118-KANJURMARG PANCHASHIL NAGAR-01,3,0.00022127,
0361-GANGOTRI NAGAR,10,0.00073757,
0314-SHAHPUR GANESH NAGAR 1,9,0.00066381,
0470-B W SHANTI BUDDHA VIHAR 01,1,0.00007376,
0039-SANGLI 14,2,0.00014751,
0339-KISAN NAGAR-A5,2,0.00014751,
0252-WAGHAVE 01,1,0.00007376,
0022-NANDANI 01,5,0.00036879,
0179-MANE PLOT 01,2,0.00014751,
0501-SAIYAT,4,0.00029503,
0221-MOHAN DAS WALI-B,1,0.00007376,
0068-RETHARE BU 04,10,0.00073757,
0217-SHINGNAPUR GANESH NAGAR 01,3,0.00022127,
0500-DAVDA GAM,1,0.00007376,
0098-ANKALKHOP 4,5,0.00036879,
0368-GANDHINAGAR 10,2,0.00014751,
0496-GANESH MANDIR A,1,0.00007376,
0390-MADA MAHUDI,6,0.00044254,
0387-NEW BALAJI NAGAR-05,2,0.00014751,
0256-LOONWA-E,1,0.00007376,
0068-NORANGPURA-C,1,0.00007376,
0388-SALIYA-6,3,0.00022127,
0118-CHHIPIYAL-B,3,0.00022127,
0308-RAJIV GANDHI NAGAR KABNUR 01,8,0.00059006,
0280-HOUSING BOARD 19,4,0.00029503,
0264-SUDARPURA-C,5,0.00036879,
0363-AMBEDKAR NAGAR 07,1,0.00007376,
0541-RUPAPURA NI CHALI,4,0.00029503,
0105-RINCHHIYA-2,16,0.00118012,
0379-D SECTOR-20,3,0.00022127,
0388-TALANDAGE 03,5,0.00036879,
0294-SHAHPUR AMBEDKAR NAGAR 04,8,0.00059006,
0293-ITKARE 05,10,0.00073757,
0138-UNDHELA-2,1,0.00007376,
0259-PUNIT NAGAR,5,0.00036879,
0235-ISLAMPUR-18,1,0.00007376,
0373-YEDENIPANI-04,8,0.00059006,
0242-SANKALCHAND MUKHI NI CHALI-2,8,0.00059006,
0380-RAJIV NAGAR NEW VIP ROAD,1,0.00007376,
0042-WALWA 05,6,0.00044254,
0094-WALWA 09,5,0.00036879,
0133-DEOLI-B,3,0.00022127,
0198-RETHARE DHARAN 04,9,0.00066381,
0025-DANCHOLI NRL-A,1,0.00007376,
0001-KAMERI AMBEDKAR NAGAR-1,4,0.00029503,
0468-INDIRA NAGAR RUPADEVI,1,0.00007376,
0413-DEONAR COLONY-06,10,0.00073757,
0115-BAD KI DHANI-B,1,0.00007376,
0241-SANTOSHI MATA NAGAR - 04,1,0.00007376,
0469-NAVI VASAHAT-2,1,0.00007376,
0462-HARNI GAM,2,0.00014751,
0189-BHAVANI NAGAR 05,11,0.00081133,
0558-SUNDHA-2,8,0.00059006,
0351-NATAPURA-2,6,0.00044254,
0414-RAMGADH-06,1,0.00007376,
0171-GATADWADI 02,3,0.00022127,
0187-PATKAR COMPOUND - 01,2,0.00014751,
0256-ISLAMPUR-22,3,0.00022127,
0301-ISHWARPURA-2,1,0.00007376,
0171-GOVIND NAGAR,3,0.00022127,
0174-PARIXIT NAGAR-2,6,0.00044254,
0174-CHORA DUNGARI-3,4,0.00029503,
0316-SHANTI NAGAR RAMESHWAR,2,0.00014751,
0110-BORGAON 02,5,0.00036879,
0469-MOTIRAM PARK-09,2,0.00014751,
0563-DADUPURA BAMROLI,1,0.00007376,
0128-SHIROLI 02,1,0.00007376,
0301-PALI-A,4,0.00029503,
0389-KHARDEV NAGAR-26,1,0.00007376,
0177-RUI 03,8,0.00059006,
0188-SN AJMERI MASJID-07,5,0.00036879,
0416-GANDHI SOCIETY-2,2,0.00014751,
0368-JAYSINGPUR 10,10,0.00073757,
0713-VALETVA-6,1,0.00007376,
0471-THAKOR WAS KOCHRAB-2,3,0.00022127,
0040-JAITPURA-A,3,0.00022127,
0247-DHULGAON 02,8,0.00059006,
0009-RANGOLI-02,2,0.00014751,
0180-TATA NAGAR-10,6,0.00044254,
0210-ALALI-4,4,0.00029503,
0321-VAGHAJIPUR-4,2,0.00014751,
0172-KISAN NAGAR-A3,1,0.00007376,
0354-TATA NAGAR - 21,8,0.00059006,
0135-HUPARI 06,11,0.00081133,
0262-F-SECTOR-06,4,0.00029503,
0417-D SECTOR-24,7,0.0005163,
0392-VADANAGE 14,1,0.00007376,
0411-SOT MAHUDA,2,0.00014751,
0330-NEW BHENDIPADA 15,3,0.00022127,
0239-RAMBAG-5,1,0.00007376,
0320-KAMERI-09,13,0.00095884,
0135-BHOM SINGH KI DHANI-A,4,0.00029503,
0122-KARAD-A,3,0.00022127,
0100-BHARAT NAGAR-03,1,0.00007376,
0260-SHIVAJI TEKADI-03,1,0.00007376,
0266-WATEGAON-06,8,0.00059006,
0385-NATAPUR-3,1,0.00007376,
0273-BHATHIPURA-3,4,0.00029503,
0398-ADADARA-1,1,0.00007376,
0150-MEENA PALADI-C,4,0.00029503,
0099-RAJNOTA-C,8,0.00059006,
0108-RAJNOTA-D,4,0.00029503,
0192-DATTA NAGAR 02,1,0.00007376,
0189-BHARAT DAS COLONY-E,4,0.00029503,
0175-GAUTAM NAGAR-18,2,0.00014751,
0163-GUJARAT HOUSING BOARD,1,0.00007376,
0184-YEDEMACCHINDRA-02,11,0.00081133,
0479-DANILIMDA-2,2,0.00014751,
0127-GAUTAM NAGAR-13,10,0.00073757,
0491-BUWAPADA-10,2,0.00014751,
0007-PAL 02,1,0.00007376,
0177-NARSINGHPURA KI DHANI,6,0.00044254,
0017-SHIRALA-03,8,0.00059006,
0353-BHAVANI SHANKAR NI CHALI,1,0.00007376,
0145-GAUTAM NAGAR-14,6,0.00044254,
0220-NETIVALI POLICE CHOWKI,1,0.00007376,
0260-RETHAREDHARAN-05,10,0.00073757,
0304-SARASWATI MAIDAN,3,0.00022127,
0321-SHANIVAR PETH 11,5,0.00036879,
0010-GOATKHINDI-01,2,0.00014751,
0194-PETH 03,7,0.0005163,
0064-BENAD-C,1,0.00007376,
0313-JIVA KI DHANI,11,0.00081133,
0186-GAON BHAG 04,3,0.00022127,
0440-MANGAON 01,1,0.00007376,
0275-HARMADA-A,9,0.00066381,
0113-SANSOLI - B,1,0.00007376,
0243-CHETAN PARK-2,1,0.00007376,
0120-RAJANAUTA F,1,0.00007376,
0312-RAGHUNATHPURA-B,1,0.00007376,
0118-BAHADURWADI 01,13,0.00095884,
0275-LAL CHAKKI 05,1,0.00007376,
0319-MITHALI-4,8,0.00059006,
0424-GOKUL NAGAR-A,2,0.00014751,
0222-DHANI GUDADIYA JAT KI,1,0.00007376,
0183-NERLE 01,7,0.0005163,
0135-RINCHHIYA-3,16,0.00118012,
0030-ASHTA 05,1,0.00007376,
0122-DAYAL-3,5,0.00036879,
0305-NEW BHENDIPADA 13,3,0.00022127,
0134-GANESH COLONY-B,2,0.00014751,
0153-PEERACHA MALA 01,2,0.00014751,
0319-NAGTHANE-06,7,0.0005163,
0335-RAMNATH DELOL-3,1,0.00007376,
0033-SANGLI 06,3,0.00022127,
0507-DIVYA NAGAR-2,4,0.00029503,
0111-MUNDANAVADA KALAN-A,1,0.00007376,
0099-TAKARI 04,7,0.0005163,
0324-JANIYAPIR NO TEKARO-5,5,0.00036879,
0554-SUNDAR NAGAR-1,1,0.00007376,
0192-SUBHASH NAGAR-04,3,0.00022127,
0109-BISUR 01,1,0.00007376,
0299-TARVADI,2,0.00014751,
0458-OM NAGAR NA CHHAPRA,1,0.00007376,
0004-B-SECTOR-01,7,0.0005163,
0262-DEFENCE COLONY - 3,1,0.00007376,
0275-KAGAL 01,1,0.00007376,
0047-LAKSHTIRTH 02,9,0.00066381,
0270-YAVLUJ 02,4,0.00029503,
0415-AIR FORCE MAKARPURA,1,0.00007376,
0018-KASHIL-01,11,0.00081133,
0098-RUKADI-09,2,0.00014751,
0432-MAHOLEL,1,0.00007376,
0382-DATTAWAD 11,6,0.00044254,
0316-BRAHAMAN PADA 2,1,0.00007376,
0122-SN LOTUS COLONY-09,1,0.00007376,
0400-SARALI-2 GHORA VISTAR,4,0.00029503,
0037-BENAD-B,1,0.00007376,
0118-BHALOJI B,4,0.00029503,
0194-KANTHARIYAPURA NAVAGAM,2,0.00014751,
0127-VAGHAVAT-3,1,0.00007376,
0206-SHAKAR NAGAR 5,11,0.00081133,
0288-JALU JUNI NI MUVADI-2,6,0.00044254,
0220-KURLAP 07,3,0.00022127,
0034-AKLACHA,18,0.00132763,
0161-PUSHPRAJ COLONY,4,0.00029503,
0194-NADIVESS-01,9,0.00066381,
0265-MALWADI 05,11,0.00081133,
0115-VITTAL NAGAR-03,9,0.00066381,
0192-PATEL WAS-2,3,0.00022127,
0233-SANTOSH NAGAR,2,0.00014751,
0283-NANDIVALI 17,3,0.00022127,
0079-SURBAGA KATHANA,2,0.00014751,
0074-KUPWAD 05,12,0.00088509,
0593-SANDHANA-2,4,0.00029503,
0387-MATARIYA VYAS,16,0.00118012,
0473-RAMANPURA NI CHALI,4,0.00029503,
0413-ASHELEPADA-22,2,0.00014751,
0093-VANTHAVALI,1,0.00007376,
0304-JASHODA NAGAR-2,2,0.00014751,
0088-PHULERA -E,1,0.00007376,
0387-VIRATNAGAR-E,1,0.00007376,
0447-PITHAI-4,10,0.00073757,
0494-NAVAKUVA-2,5,0.00036879,
0160-ASHOK NAGAR-02,2,0.00014751,
0033-HUBALWADI 02,6,0.00044254,
0485-INDIRA NAGAR GAMDI,2,0.00014751,
0315-NEW LAXMI NAGAR,2,0.00014751,
0655-AMBAPURA NI CHALI-3,1,0.00007376,
0246-LBC GANGA BUILDING -2,3,0.00022127,
0216-MIRAJ 13,1,0.00007376,
0228-KHOR-B,4,0.00029503,
0074-SHIVAJI NAGAR-09,5,0.00036879,
0333-VRUNDAVAN SOCIETY,8,0.00059006,
0559-ODHAV-2,1,0.00007376,
0209-BHUTARDA,2,0.00014751,
0158-VADANGE 08,6,0.00044254,
0180-SARSAV,6,0.00044254,
0270-ANGALIYA DUNGARI FALIYU,5,0.00036879,
0130-KOTARPUR-1,2,0.00014751,
0157-BHATHIJI NU FALIYU,1,0.00007376,
0021-JULEWADI-01,1,0.00007376,
0058-HUPARI 05,5,0.00036879,
0337-PMGP COLONY - 07,2,0.00014751,
0107-AMBILIYARA,6,0.00044254,
0365-KARPEWADI 12,1,0.00007376,
0008-KARAD-01,5,0.00036879,
0266-GIRDHARIPURA,1,0.00007376,
0331-KAHAR MAHOLLO,1,0.00007376,
0307-MANILAL KADIYANI CHALI-2,1,0.00007376,
0268-HANUMAN MANDIR -3,7,0.0005163,
0338-KURUNDWAD 20,4,0.00029503,
0277-KAPASE PLOT 01,1,0.00007376,
0240-NEW MENTAL,2,0.00014751,
0108-CHIPRI 07,3,0.00022127,
0446-JAYANTILAL CHUNILAL NI CHALI,4,0.00029503,
0328-TARADAL 10,6,0.00044254,
0383-MAHUDHA-3,2,0.00014751,
0100-WALWA 11,5,0.00036879,
0325-WALWA-17,3,0.00022127,
0436-JYOTI NAGAR-6,1,0.00007376,
0476-PUVAR QUATERS,1,0.00007376,
0011-KURLAP-02,2,0.00014751,
0414-RASULPUR,8,0.00059006,
0285-JALIYA,10,0.00073757,
0515-KESHAVLAL GHANCHI NI CHALI,2,0.00014751,
0371-SHAHPUR 22,10,0.00073757,
0469-GITANAGAR UNTKHARI-2,3,0.00022127,
0395-CHANCHOPA-1,5,0.00036879,
0268-BORAJ-F,3,0.00022127,
0010-SAI HILL,2,0.00014751,
0459-KOTHAVALI CHALI,1,0.00007376,
0467-RANIPUR-7,2,0.00014751,
0427-KADARIYA NAGAR-01,1,0.00007376,
0007-KUMBHOJ-AMBEDKAR NAGAR-01,1,0.00007376,
0163-MANGALWAR PETH 02,6,0.00044254,
0336-KARAMSHAD CHOKADI NIMA PARK,1,0.00007376,
0236-PUJARA FALIYU BHAMAIYA,1,0.00007376,
0067-MAHOLEL,1,0.00007376,
0160-KUMBHOJ 13,4,0.00029503,
0220-HOUSING BOARD-16,1,0.00007376,
0184-PRAKASH NAGAR 05,2,0.00014751,
0149-BHARAT DAS COLONY-B,3,0.00022127,
0246-ANTELA-D,3,0.00022127,
0110-LB INDIRA NAGAR-01,2,0.00014751,
0039-GALTA GATE-B,1,0.00007376,
0585-NAVU FALIYU DEVKI VANSOL,6,0.00044254,
0257-RAJARAMPURI -06,1,0.00007376,
0292-KALAPI NAGAR,3,0.00022127,
0353-ASHTA-27,3,0.00022127,
0304-RINCHHVANI,8,0.00059006,
0140-NEW BHENDIPADA-06,6,0.00044254,
0247-GOVINDPURA-A,2,0.00014751,
0387-SAMADIYA VISTAR,7,0.0005163,
0638-MANILAL KADIYANI CHALI-3,3,0.00022127,
0279-SIDDHART NAGAR-1_TUL,1,0.00007376,
0454-CHENDANI KOLIWADA-02,2,0.00014751,
0274-KADAVIYA,6,0.00044254,
0423-NAHERU NAGAR,1,0.00007376,
0202-DAHA CHOWAL-10,7,0.0005163,
0378-ISLAMPUR-36,7,0.0005163,
0264-RAMMANDIR CHOWK 01,4,0.00029503,
0210-ITAKARE 04,1,0.00007376,
0484-BHATPURA-2,1,0.00007376,
0093-KHORA-C,1,0.00007376,
0299-LALPURA-B,11,0.00081133,
0187-GUDHAMAN-A,1,0.00007376,
0262-RAVIVAR PETH DILBAHAR TALIM 01,4,0.00029503,
0255-YELUR-05,1,0.00007376,
0257-BHANKARI-H,4,0.00029503,
0706-BAGADU-8,1,0.00007376,
0385-SANTOSH NAGAR,7,0.0005163,
0005-NALANDA NAGAR-1,1,0.00007376,
0263-SN LOTUS COLONY - 21,1,0.00007376,
0300-SHAHPUR 09,10,0.00073757,
0479-TISGAONPADA-05,1,0.00007376,
0179-SHIROL 6,6,0.00044254,
0061-MIRAJ 05,1,0.00007376,
0465-SHAILYA APPARTMENT,2,0.00014751,
0037-GANESH WADI - 1,4,0.00029503,
0462-ANANDWADI-23,3,0.00022127,
0283-BORGAON-14,4,0.00029503,
0336-ABHAR FATA 03,6,0.00044254,
0200-AMBEDKAR HOSPITAL 01,1,0.00007376,
0216-AMIR BAUG - 01,3,0.00022127,
0633-SWAMINARAYAN NAGAR-3,1,0.00007376,
0353-SIDHARTH NAGAR - 03,4,0.00029503,
0289-ZOZ-2,1,0.00007376,
0305-SN GARIB NAWAZ - 02,5,0.00036879,
0411-KHADEGOLIVALI -03,2,0.00014751,
0229-HAJURI-5,4,0.00029503,
0377-KING KONG 05,1,0.00007376,
0003-BAZAR PETH-04,5,0.00036879,
0004-KAMERI AMBEDKAR NAGAR-02,2,0.00014751,
0138-RAMABAI NAGAR-10,1,0.00007376,
0236-SANJIVANI MITRA MANDAL 01,2,0.00014751,
0136-PADARDI-2,1,0.00007376,
0300-SN JAFARI SCHOOL - 10,9,0.00066381,
0130-KHORA-E,1,0.00007376,
0393-MATHURJI NO KUVO,3,0.00022127,
0160-CHAPRA,3,0.00022127,
0266-PUNANA-C,1,0.00007376,
0374-KHARDEV NAGAR-20,3,0.00022127,
0220-BHAMAIYA DAYRA FALIYU,7,0.0005163,
0115-DEVKAPURA-2,3,0.00022127,
0146-PHULERA-H,1,0.00007376,
0237-KACHHAI-3,1,0.00007376,
0571-SWAMINARAYAN NAGAR-2,1,0.00007376,
0140-PATEL CHOUK 01,1,0.00007376,
0185-JAMWADI-3,1,0.00007376,
0212-ERANDOLI 03,1,0.00007376,
0188-DEMALI-3,2,0.00014751,
0099-GANESH PLOT 01,4,0.00029503,
0358-SN LOTUS COLONY-11,6,0.00044254,
0444-SHASTRI NAGAR,8,0.00059006,
0087-GREEN PARK-A,2,0.00014751,
0272-SONPURA-2,1,0.00007376,
0431-ISHWARPURA-6,2,0.00014751,
0463-HAMALWADI 9,4,0.00029503,
0316-GOSAVI GALLI-04,11,0.00081133,
0431-TANAJI NAGAR-12,2,0.00014751,
0468-VANSOL,13,0.00095884,
0579-KASTODINI CHALI,1,0.00007376,
0545-PASHWANATH,1,0.00007376,
0295-SUBHASH NAGAR 02,3,0.00022127,
0176-ISLAMPUR 09,3,0.00022127,
0084-KURLAP-04,7,0.0005163,
0369-HAMALWADI-A-2,2,0.00014751,
0175-UCHGAON 09,5,0.00036879,
0119-NAGAON 03,1,0.00007376,
0140-HIMMATLAL NU DEHLU,4,0.00029503,
0128-NARSIHAPUR 02,8,0.00059006,
0358-KALYANI BAZAR 01,8,0.00059006,
0419-D SECTOR-26,2,0.00014751,
0566-SARDAR NAGAR NARODA-2,6,0.00044254,
0058-KALESAR-2,1,0.00007376,
0502-THAKKAR NAGAR,1,0.00007376,
0311-SURAJPURA-E,3,0.00022127,
0184-ASALPUR-2,1,0.00007376,
0029-DHAMANI,2,0.00014751,
0077-WARNALI-09,6,0.00044254,
0179-VANSOL SUNDHA-2 RAMDEVPURA,12,0.00088509,
0340-KALAMWADI-06,5,0.00036879,
0410-DAVADA-03,1,0.00007376,
0207-BHAGAT SING VASAHAT 04,8,0.00059006,
0365-PRAVIN NAGAR,6,0.00044254,
0185-KILLE MACHHINDRAGAD-06,13,0.00095884,
0278-KACHARODA-D,1,0.00007376,
0007-PANCHSHIL NAGAR -1,1,0.00007376,
0036-JETPURA,6,0.00044254,
0082-CHIKURDE-02,7,0.0005163,
0209-100 FUTY ROAD 05,12,0.00088509,
0582-SAFED CHALI-2,1,0.00007376,
0068-BHEGHAR CHIPRI-01,5,0.00036879,
0055-MIRAJ 04,1,0.00007376,
0087-KANJODA,3,0.00022127,
0569-GANESH KUMBHAR NI CHALI-2,11,0.00081133,
0156-SIDDHARTH NAGAR-05,1,0.00007376,
0023-BAHE-01,2,0.00014751,
0374-SURVENAGAR KALAMBA 01,1,0.00007376,
0247-PIPARALI-A,3,0.00022127,
0040-PATHAN TABELA-02,3,0.00022127,
0101-ANKALKHOP 03,7,0.0005163,
0071-GOVIND NAGAR-A,9,0.00066381,
0509-SUNDHA GAM,12,0.00088509,
0254-BAMROLI-3,3,0.00022127,
0359-SUBHASH NAGAR 13,4,0.00029503,
0505-LBC VIKRAM 53 B-3,3,0.00022127,
0599-MOHAN NAGAR-3,3,0.00022127,
0498-ASHOKWADI,2,0.00014751,
0387-GADMUDSHINGI 10,5,0.00036879,
0166-KOROCHI 09,13,0.00095884,
0134-CHAPAJI NI MUVADI,7,0.0005163,
0398-DATTAVAD 12,3,0.00022127,
0392-DEVALIKUVA-4,5,0.00036879,
0415-VISHNU NI CHALI,4,0.00029503,
0242-CHAUHANPURA-7,2,0.00014751,
0029-BADAPUNANI CHALI,1,0.00007376,
0228-YADRAV-10,3,0.00022127,
0280-MOLAVI COMPAUND-1,7,0.0005163,
0361-KISAN NAGAR A7,3,0.00022127,
0218-GAVALI GALLI 01,3,0.00022127,
0391-GOPIPURA-D,1,0.00007376,
0218-SAMBHAJI NAGAR 02,1,0.00007376,
0476-SHUBAS NAGAR 14,1,0.00007376,
0057-WARNALI 11,3,0.00022127,
0528-LAXMI NAGAR-21,1,0.00007376,
0123-RAJANOUTA G,8,0.00059006,
0229-LB INDIRA NAGAR-05,2,0.00014751,
0341-KHARIYA,2,0.00014751,
0242-SANGANER-A,2,0.00014751,
0199-GADMUDSHINGE 09,6,0.00044254,
0315-JAVOL-7,1,0.00007376,
0220-KOROCHI-15,10,0.00073757,
0595-SHAKTI CHOWK-2 PASHWANATH,1,0.00007376,
0483-SANTOSHI NAGAR NA CHHAPRA,1,0.00007376,
0067-OZARADE 01,3,0.00022127,
0360-DAXINI SOC MANI NAGAR,7,0.0005163,
0111-INAM DHAMANI 04,5,0.00036879,
0114-INAM DHAMANI 05,4,0.00029503,
0458-OLD FISH MARKET-09,5,0.00036879,
0350-KISAN NAGAR-A6,1,0.00007376,
0307-DHARMVEER NAGAR 04,2,0.00014751,
0127-KARNAL-07,4,0.00029503,
0200-JUNA VITTHAL MANDIR-05,1,0.00007376,
0325-VARSHA FLAT,2,0.00014751,
0486-VIDHYAKUNJ APARTMENT,3,0.00022127,
0001-INDIRA NAGAR 01,2,0.00014751,
0022-KAVLAPUR-03,5,0.00036879,
0175-ABHAYNAGAR-01,10,0.00073757,
0307-DHANI BORAJ - A,2,0.00014751,
0121-BAHADURWADI 02,8,0.00059006,
0220-SN AJMIRI MASJID 10,10,0.00073757,
0291-LBC SAIDHAM R-02,9,0.00066381,
0111-LOKMANYA NAGAR-4-8,1,0.00007376,
0111-ANAND NAGAR-2,2,0.00014751,
0041-PATHAN TABELA - 1,1,0.00007376,
0178-PETH 02,4,0.00029503,
0318-YEDENIPANI-02,7,0.0005163,
0037-MIRAJ-03,5,0.00036879,
0058-KOTPUTLI-A,1,0.00007376,
0399-VIKRAM NAGAR 01,8,0.00059006,
0080-PHULERA-D,2,0.00014751,
0402-GANESHPURA (SARKHEJ),3,0.00022127,
0495-PANDWANIYA,3,0.00022127,
0170-ASHOK NAGAR -2,1,0.00007376,
0144-ATIGARE 01,3,0.00022127,
0211-SHIRDHON 03,9,0.00066381,
0062-GOTKHINDI 03,1,0.00007376,
0239-BUDDHA NAGAR -05,1,0.00007376,
0338-BALADI-2,6,0.00044254,
0421-GAIKWAD NAGAR-07,3,0.00022127,
0282-NAVA MUVADA-2,12,0.00088509,
0400-TARDAL LAXMI NAGAR 03,7,0.0005163,
0309-LOKMANYA TILAK-3-5,1,0.00007376,
0268-SURELI,1,0.00007376,
0237-AKASH COLONY-3,8,0.00059006,
0354-NIRMAL SOCIETY,1,0.00007376,
0550-MOTILAL NI CHALI-3,2,0.00014751,
0260-LAINE BAZAR KASABA BAWADA 05,1,0.00007376,
0463-GARIB NAGAR-2,1,0.00007376,
0153-KASEGAON 05,1,0.00007376,
0046-JAYSINGPUR 06,7,0.0005163,
0339-CHAUHANPURA-8,4,0.00029503,
0187-MIRAJ - 12,10,0.00073757,
0026-RAJNOTA-B,11,0.00081133,
0218-MOONDGASOI-A,2,0.00014751,
0257-SANJAY NAGAR NA CHHAPRA,1,0.00007376,
0533-KHODIDAS NI CHALI-2,2,0.00014751,
0073-TARLE 04,1,0.00007376,
0213-ZANJE NAGAR-2,1,0.00007376,
0166-SUBHASH NAGAR-1,1,0.00007376,
0143-RUI 01,7,0.0005163,
0269-PRAKASH NAGAR 09,3,0.00022127,
0567-RATILAL NI CHALI-2,1,0.00007376,
0373-KABNUR 04,6,0.00044254,
0116-BAROTVAS 3,2,0.00014751,
0234-RAMABAI-1,2,0.00014751,
0339-TIRANGA CHOWK-26,2,0.00014751,
0467-SHASTRI NAGAR-06,1,0.00007376,
0235-KHOR-C,2,0.00014751,
0129-VARTAK NAGAR-1,1,0.00007376,
0278-KOROCHI 18,2,0.00014751,
0267-VIJAPUR VESS 01,1,0.00007376,
0215-SUNDA KI DHANI,1,0.00007376,
0318-CHANDUR 04,20,0.00147514,
0403-BOR-3,15,0.00110636,
0477-DAHYALAL PARK,2,0.00014751,
0381-PAPADA-B,1,0.00007376,
0513-GOKUL NAGAR,4,0.00029503,
0378-BHRAMPURI 02,5,0.00036879,
0182-AKUJ NAGAR 03,10,0.00073757,
0288-SANTOSHI MATA ROAD 1,1,0.00007376,
0377-DATTA NAGAR 02,9,0.00066381,
0164-SAMATA NAGAR-02,3,0.00022127,
0036-TARLE-02,7,0.0005163,
0356-C P TALAV 02,1,0.00007376,
0428-OLD FISH MARKET-5,6,0.00044254,
0011-DHADHA-A,1,0.00007376,
0316-SHIRALA-07,8,0.00059006,
0359-SHIVAJI NAGAR 01,9,0.00066381,
0347-CHIPARI 08,1,0.00007376,
0012-KARAD-02,9,0.00066381,
0057-PANSORA-1,2,0.00014751,
0144-BHANKROTA-A,1,0.00007376,
0106-VANSOL SUNDHA,12,0.00088509,
0180-SAMTA NAGAR 03,4,0.00029503,
0337-TAKARI-05,5,0.00036879,
0336-ASHTA-25,5,0.00036879,
0377-SN LOTUS COLONY-24,3,0.00022127,
0070-TAKAVADE 01,13,0.00095884,
0107-MAHNDI KA BAS-A,1,0.00007376,
0146-F-SECTOR-04,7,0.0005163,
0041-KUMBHOJ 04,4,0.00029503,
0377-HOUSING BOARD-28,1,0.00007376,
0326-LADLAPIR,2,0.00014751,
0400-H SECTOR-01,3,0.00022127,
0354-BUWAPADA-22,1,0.00007376,
0114-KILLE MCHHINDRAGAD 01,5,0.00036879,
0322-SHAHPUR 19,7,0.0005163,
0351-RUKSHMANI,10,0.00073757,
0351-NEW BALAJI NAGAR-4,1,0.00007376,
0040-BONDRE NAGAR 02,1,0.00007376,
0206-BHAKTI PHITH-01,7,0.0005163,
0267-BHATWADI-01,12,0.00088509,
0112-BHAMAIYA-4,3,0.00022127,
0359-KILLE MACHINNDRAGAD-09,10,0.00073757,
0335-SHRI RAM NAGAR JHOTWARA,1,0.00007376,
0516-MULAJI NO VADO,3,0.00022127,
0262-SANGLI NAKA 01,4,0.00029503,
0079-SANGLI-22,1,0.00007376,
0158-KARADA,11,0.00081133,
0177-SHIV SHARMBU CHOWK 01,8,0.00059006,
0552-PALDI-2,1,0.00007376,
0205-SHKHALPURA-B,1,0.00007376,
0102-AKODA-B,2,0.00014751,
0431-THAKOR VAS VATVA,8,0.00059006,
0372-AAKRUTI TOWNSHIP,1,0.00007376,
0398-LOKMANYA NAGAR 19,1,0.00007376,
0242-ANAND NAGAR-06,3,0.00022127,
0134-SILLA KI DHANI-A,2,0.00014751,
0150-SHINDE MALA 02,10,0.00073757,
0352-KARPEWADI-11,1,0.00007376,
0037-LIMBONI BAUG-8,2,0.00014751,
0340-BUDDHA NAGAR -09,1,0.00007376,
0188-VETAL PETH 02,14,0.0010326,
0308-KANDACH-B,6,0.00044254,
0345-VADGAON 03,5,0.00036879,
0133-RENDAL 01,2,0.00014751,
0112-JAMWADI-01,6,0.00044254,
0156-KRISHANA NAGAR-02,1,0.00007376,
0403-JAYSINGPUR 37,3,0.00022127,
0146-PANKORNAKA 2,1,0.00007376,
0227-KANBHA SEEM-3,2,0.00014751,
0310-DHAMNOD,1,0.00007376,
0336-NIKOLA-3,1,0.00007376,
0176-BUDHAWAR PETH 01,1,0.00007376,
0285-SHAHPUR AMBEDKAR NAGAR 03,10,0.00073757,
0419-SHIVAJI COLONY,2,0.00014751,
0295-JAVOL-6,7,0.0005163,
0430-PUNIT NAGAR-2,2,0.00014751,
0288-MEHARIYO KA VAS,5,0.00036879,
0274-BHAGVATI NAGAR,1,0.00007376,
0367-TAKVADE VES 07,1,0.00007376,
0514-JASHODA NAGAR-5,2,0.00014751,
0152-SHASTRI NAGAR-07,1,0.00007376,
0341-KHINDIPADA-1,1,0.00007376,
0349-ASHTA-26,6,0.00044254,
0335-KHANPATLA,4,0.00029503,
0107-SURUL 01,6,0.00044254,
0045-GHAT GATE B,4,0.00029503,
